T,OTU,Replicate,n0_factor,status
24,6,R1,0.983574990275748,ok
24,6,R2,0.989248902354798,ok
24,6,R3,0.9815965152533985,ok
24,6,R4,0.9820590288487755,ok
24,6,R5,0.9806674049907045,ok
24,7,R1,0.988533991408586,ok
24,7,R2,0.9892107088821017,ok
24,7,R3,0.9899902519021134,ok
24,7,R4,0.9907954863844398,ok
24,7,R5,0.988626882219056,ok
24,8,R1,0.9915578363134117,ok
24,8,R2,0.9894261099046329,ok
24,8,R3,0.9891788803108901,ok
24,8,R4,0.9895973648260182,ok
24,8,R5,0.9897739124532962,ok
24,9,R1,0.9895950443403307,ok
24,9,R2,0.9895957295375134,ok
24,9,R3,0.9904389650296271,ok
24,9,R4,0.9893564983348283,ok
24,9,R5,0.988532394759951,ok
24,10,R1,0.9840102696471585,ok
24,10,R2,0.9846222357970308,ok
24,10,R3,0.9807866799110331,ok
24,10,R4,0.982234605769756,ok
24,10,R5,0.9825128871136518,ok
24,11,R1,0.9804127197856933,ok
24,11,R2,0.9791277432392731,ok
24,11,R3,0.9828869980410347,ok
24,11,R4,0.977252947639899,ok
24,11,R5,0.9787039723331942,ok
24,12,R1,0.98290832260484,ok
24,12,R2,0.9805864948519374,ok
24,12,R3,0.9795984630865885,ok
24,12,R4,0.9832437814641344,ok
24,12,R5,0.981639183588827,ok
24,13,R1,0.9940832566196303,ok
24,13,R2,0.9809750751094478,ok
24,13,R3,0.9728149309447773,ok
24,13,R4,0.9844407460646021,ok
24,13,R5,0.9903165714253974,ok
24,14,R1,0.9887361223745248,ok
24,14,R2,0.989560580358546,ok
24,14,R3,0.9887141034189503,ok
24,14,R4,0.9926553481587002,ok
24,14,R5,0.9896403601780357,ok
24,15,R1,0.9545711447457322,ok
24,15,R2,0.9827362087386177,ok
24,15,R3,0.9703245522047873,ok
24,15,R4,0.9719717698674327,ok
24,15,R5,0.980045899968277,ok
24,16,R1,0.9841545975287495,ok
24,16,R2,0.9723454681633739,ok
24,16,R3,0.9718937364853878,ok
24,16,R4,0.9707230202544023,ok
24,16,R5,0.9720907330275719,ok
24,17,R1,0.9827712670058059,ok
24,17,R2,0.9724547966875287,ok
24,17,R3,0.9858351663338226,ok
24,17,R4,0.9667915074314993,ok
24,17,R5,0.9724495644458299,ok
24,18,R1,0.9767031010467204,ok
24,18,R2,0.9808383848040589,ok
24,18,R3,0.9782994922841013,ok
24,18,R4,0.9775999314202867,ok
24,18,R5,0.9734609593992021,ok
26,1,R1,0.9612962466041914,ok
26,1,R2,0.9601782045932129,ok
26,1,R3,0.9564759997105066,ok
26,1,R4,0.963475679019598,ok
26,1,R5,0.959006676724564,ok
26,2,R1,0.9440702947328199,ok
26,2,R2,0.9530764579387258,ok
26,2,R3,0.9468794861037445,ok
26,2,R4,0.9466812041117995,ok
26,2,R5,0.9473435286142263,ok
26,3,R1,0.9675043555029272,ok
26,3,R2,0.9653646761093936,ok
26,3,R3,0.96150977714338,ok
26,3,R4,0.9620167231770616,ok
26,3,R5,0.9638080490656592,ok
26,4,R1,0.9711681871397281,ok
26,4,R2,0.9665015442812186,ok
26,4,R3,0.9698008684345867,ok
26,4,R4,0.9720201104705783,ok
26,4,R5,0.9693770133656574,ok
26,5,R1,0.9629211458316941,ok
26,5,R2,0.9620651614315786,ok
26,5,R3,0.960967102476002,ok
26,5,R4,0.96022851515082,ok
26,5,R5,0.9602422758749286,ok
26,6,R1,0.9625751971183427,ok
26,6,R2,0.9583792267654393,ok
26,6,R3,0.9590655207721103,ok
26,6,R4,0.9660621026473901,ok
26,6,R5,0.9677519163492093,ok
26,7,R1,0.9759429275568818,ok
26,7,R2,0.9641650697582368,ok
26,7,R3,0.9680302009366003,ok
26,7,R4,0.9662231950532727,ok
26,7,R5,0.9700347628821915,ok
26,8,R1,0.9712844460424468,ok
26,8,R2,0.9711490569819068,ok
26,8,R3,0.973622827745714,ok
26,8,R4,0.9813305502107073,ok
26,8,R5,0.9749922277931241,ok
26,9,R1,0.9738874788814509,ok
26,9,R2,0.9714020225992741,ok
26,9,R3,0.9710660754085265,ok
26,9,R4,0.9713310283073875,ok
26,9,R5,0.9743148573896412,ok
26,10,R1,0.9685055940804123,ok
26,10,R2,0.9685003772349643,ok
26,10,R3,0.9667083823829024,ok
26,10,R4,0.9653290058419466,ok
26,10,R5,0.9665194865606387,ok
26,11,R1,0.9654806288233413,ok
26,11,R2,0.9636883499139136,ok
26,11,R3,0.9629928457612306,ok
26,11,R4,0.9646147740544581,ok
26,11,R5,0.9671356721570207,ok
26,12,R1,0.96696740162707,ok
26,12,R2,0.9622006361519608,ok
26,12,R3,0.9683510203228738,ok
26,12,R4,0.9645431850566909,ok
26,12,R5,0.9704062005495584,ok
26,13,R1,0.9639723338562177,ok
26,13,R2,0.9665571220434245,ok
26,13,R3,0.9702185496638746,ok
26,13,R4,0.9561914955950901,ok
26,13,R5,0.9600080715008754,ok
26,14,R1,0.9749480305110922,ok
26,14,R2,0.993144391007704,ok
26,14,R3,0.9648556670687485,ok
26,14,R4,0.9604417431693281,ok
26,14,R5,0.9755641184759387,ok
26,15,R1,0.9579336961406316,ok
26,15,R2,0.9634620503163424,ok
26,15,R3,0.9450951852968382,ok
26,15,R4,0.9689992113134349,ok
26,15,R5,0.9786279670460795,ok
26,16,R1,0.965363386287289,ok
26,16,R2,0.9633899352019057,ok
26,16,R3,0.9609020085076383,ok
26,16,R4,0.9643096141137609,ok
26,16,R5,0.9602855666983554,ok
26,17,R1,0.9630025908097429,ok
26,17,R2,0.9580655504567853,ok
26,17,R3,0.9593184604138474,ok
26,17,R4,0.9602577747957985,ok
26,17,R5,0.9604873082033919,ok
26,18,R1,0.959348881877132,ok
26,18,R2,0.9667268266991191,ok
26,18,R3,0.965608484776019,ok
26,18,R4,0.9667883608287745,ok
26,18,R5,0.9654608385812576,ok
28,1,R1,0.9355532181538417,ok
28,1,R2,0.9397668660270714,ok
28,1,R3,0.9232283631377279,ok
28,1,R4,0.9294149004534932,ok
28,1,R5,0.9344257120170764,ok
28,2,R1,0.9144503694597614,ok
28,2,R2,0.8806770253410113,ok
28,2,R3,0.9079996823516917,ok
28,2,R5,0.9251417337058458,ok
28,3,R1,0.929279752959697,ok
28,3,R2,0.9451846380424345,ok
28,3,R3,0.9531848014273018,ok
28,3,R4,0.93106304492071,ok
28,3,R5,0.9493856592927148,ok
28,4,R1,0.948950510294387,ok
28,4,R2,0.9556137690327041,ok
28,4,R3,0.9504934792642109,ok
28,4,R4,0.9367896525173554,ok
28,4,R5,0.9520264321135614,ok
28,5,R1,0.9388145290067641,ok
28,5,R2,0.9450594454157535,ok
28,5,R3,0.9163580025377176,ok
28,5,R4,0.9356878791522292,ok
28,5,R5,0.9539937817876059,ok
28,6,R1,0.9515777382412843,ok
28,6,R2,0.9452269760655624,ok
28,6,R3,0.9586956122507723,ok
28,6,R4,0.9621564413376,ok
28,6,R5,0.9559839199446176,ok
28,7,R1,0.9584147173132193,ok
28,7,R2,0.9596170571136129,ok
28,7,R3,0.954346265541852,ok
28,7,R4,0.9578281577196608,ok
28,7,R5,0.9549925626717068,ok
28,8,R1,0.9585231395499451,ok
28,8,R2,0.9575071273656354,ok
28,8,R3,0.9623425197837918,ok
28,8,R4,0.9512388679377862,ok
28,8,R5,0.957474298690511,ok
28,9,R1,0.9654945096558825,ok
28,9,R2,0.9656025533953791,ok
28,9,R3,0.9600374178026695,ok
28,9,R4,0.9532322681397751,ok
28,9,R5,0.9522290314525363,ok
28,10,R1,0.9457082209560599,ok
28,10,R2,0.9512504618425001,ok
28,10,R3,0.9456636013663986,ok
28,10,R4,0.9539995086750418,ok
28,10,R5,0.9471197978589427,ok
28,11,R1,0.9352165457013965,ok
28,11,R2,0.9422798980906023,ok
28,11,R3,0.9346677722275225,ok
28,11,R4,0.912385024148591,ok
28,11,R5,0.9320980561448935,ok
28,12,R1,0.9323296814459382,ok
28,12,R2,0.9585333610613289,ok
28,12,R3,0.9334271861498563,ok
28,12,R4,0.9498208353976855,ok
28,12,R5,0.9464558786677396,ok
28,13,R1,0.9605986934421193,ok
28,13,R2,0.9516111453959122,ok
28,13,R3,0.9399180313395369,ok
28,13,R4,0.931328902555671,ok
28,13,R5,0.9316575542030284,ok
28,14,R1,0.9699355066152591,ok
28,14,R2,0.9722097348488897,ok
28,14,R3,0.9637195495141697,ok
28,14,R4,0.9506620825183791,ok
28,14,R5,0.9625566556681359,ok
28,15,R1,0.9572897129632426,ok
28,15,R3,0.9211850715761705,ok
28,15,R4,0.9582007463119077,ok
28,15,R5,0.9256530566635954,ok
28,16,R1,0.9495703700119404,ok
28,16,R2,0.930171309631959,ok
28,16,R3,0.926052211670478,ok
28,16,R4,0.9370382097641667,ok
28,16,R5,0.9483573101181761,ok
28,17,R1,0.9232355530566828,ok
28,17,R2,0.9303169506962702,ok
28,17,R3,0.9269955439673919,ok
28,17,R4,0.9386881166663523,ok
28,17,R5,0.9536260331697914,ok
28,18,R2,0.9415272378303478,ok
28,18,R3,0.9383669348325546,ok
28,18,R4,0.9205127378666071,ok
28,18,R5,0.9336715599104343,ok
30,1,R1,0.9086522378285862,ok
30,1,R2,0.9211629446886712,ok
30,1,R3,0.925722999298359,ok
30,1,R4,0.9323588140353578,ok
30,1,R5,0.9314572879862874,ok
30,2,R1,0.8918922044607028,ok
30,2,R2,0.9195917445737978,ok
30,2,R3,0.9309031996398431,ok
30,2,R4,0.8909473876859473,ok
30,2,R5,0.9055892992456305,ok
30,3,R1,0.9322202271773049,ok
30,3,R2,0.914238547485612,ok
30,3,R3,0.914349083029636,ok
30,3,R4,0.919618341110513,ok
30,3,R5,0.937561488211767,ok
30,4,R1,0.9242127194102117,ok
30,4,R2,0.9593070481593886,ok
30,4,R3,0.9355917913287721,ok
30,4,R4,0.9180704296296472,ok
30,4,R5,0.9548983706689506,ok
30,5,R1,0.9249451100289944,ok
30,5,R2,0.9060813713064934,ok
30,5,R3,0.9159235053836524,ok
30,5,R4,0.9097590625338642,ok
30,5,R5,0.9027944280014882,ok
30,6,R1,0.9277692173903535,ok
30,6,R2,0.9191010448197111,ok
30,6,R3,0.9344147573055427,ok
30,6,R4,0.9412386045293537,ok
30,6,R5,0.9398747445507345,ok
30,7,R1,0.928765350089836,ok
30,7,R2,0.9104084094001601,ok
30,7,R3,0.9213176731799203,ok
30,7,R4,0.9186399697507772,ok
30,7,R5,0.9276823702471952,ok
30,8,R1,0.933142483991146,ok
30,8,R2,0.9203708747964825,ok
30,8,R3,0.9180944342080154,ok
30,8,R4,0.936198290168104,ok
30,8,R5,0.9202435776115879,ok
30,9,R1,0.9345432772577497,ok
30,9,R2,0.9194560859403472,ok
30,9,R3,0.9215314122470971,ok
30,9,R4,0.9186442555887036,ok
30,9,R5,0.9165645418354152,ok
30,10,R1,0.9275800682253329,ok
30,10,R2,0.9251918792001231,ok
30,10,R3,0.913201124299857,ok
30,10,R4,0.921339516439445,ok
30,10,R5,0.9235361276229358,ok
30,11,R1,0.9287755206423806,ok
30,11,R2,0.9188730991019999,ok
30,11,R3,0.9134998156987502,ok
30,11,R4,0.9139434402957695,ok
30,11,R5,0.9124620985222917,ok
30,12,R1,0.9173793672895886,ok
30,12,R2,0.9011205556153581,ok
30,12,R3,0.9153559834306854,ok
30,12,R4,0.9044121544536038,ok
30,12,R5,0.918392126315508,ok
30,13,R1,0.9143362372257532,ok
30,13,R2,0.903015945599794,ok
30,13,R3,0.9152095596600205,ok
30,13,R4,0.9236124726570129,ok
30,13,R5,0.9244556384634924,ok
30,14,R1,0.9315829789629768,ok
30,14,R2,0.9607574304791804,ok
30,14,R3,0.9815499648001511,ok
30,14,R4,0.9893866478036504,ok
30,14,R5,0.9288594565280244,ok
30,15,R1,0.9061388182804255,ok
30,15,R2,0.9098087013985302,ok
30,15,R3,0.9127760910550301,ok
30,15,R4,0.8933295484118807,ok
30,15,R5,0.917461952103799,ok
30,16,R1,0.9653114932615443,ok
30,16,R2,0.9456843635391818,ok
30,16,R3,0.9383378228664547,ok
30,16,R4,0.9474473259490633,ok
30,16,R5,0.9028319475069988,ok
30,17,R1,0.9341986147980652,ok
30,17,R2,0.927309953519934,ok
30,17,R3,0.9183816737467556,ok
30,17,R4,0.9242642433546328,ok
30,17,R5,0.9056760556588076,ok
30,18,R1,0.9360802673998769,ok
30,18,R2,0.9366980904428478,ok
30,18,R3,0.9521043947378015,ok
30,18,R4,0.9081533570898618,ok
30,18,R5,0.9164100517958823,ok
32,1,R1,0.9335573421647374,ok
32,1,R2,0.9017812069301139,ok
32,1,R3,0.9241560102554193,ok
32,1,R4,0.9147629256434521,ok
32,1,R5,0.9205781217438096,ok
32,2,R1,0.9064410861867106,ok
32,2,R2,0.9129938735714497,ok
32,2,R3,0.8973031388913395,ok
32,2,R4,0.9036667312246724,ok
32,2,R5,0.9016016325221712,ok
32,3,R1,0.8915181127369305,ok
32,3,R2,0.8911530375823344,ok
32,3,R3,0.8888804261076919,ok
32,3,R4,0.8816767830632255,ok
32,3,R5,0.9201154582849901,ok
32,4,R1,0.9507653054134364,ok
32,4,R2,0.9250894847317808,ok
32,4,R3,0.9365352367653215,ok
32,4,R4,0.937348803835094,ok
32,4,R5,0.9432972492719792,ok
32,5,R1,0.9085709689275063,ok
32,5,R2,0.9450444551905978,ok
32,5,R3,0.9208390476034534,ok
32,5,R4,0.9087556819406575,ok
32,5,R5,0.9315807445761022,ok
32,6,R1,0.9294139229324584,ok
32,6,R2,0.9376678195291825,ok
32,6,R3,0.9495311844542292,ok
32,6,R4,0.9312145282819098,ok
32,6,R5,0.9511217447499424,ok
32,7,R1,0.9354220595559534,ok
32,7,R2,0.9276304313447156,ok
32,7,R3,0.9320376834457911,ok
32,7,R4,0.9271577762128033,ok
32,7,R5,0.9350130492440313,ok
32,8,R1,0.9091957315409135,ok
32,8,R2,0.9312861128452723,ok
32,8,R3,0.9034782563961576,ok
32,8,R4,0.9109088074460869,ok
32,8,R5,0.9116768952048245,ok
32,9,R1,0.9265840073817935,ok
32,9,R2,0.9118290283586138,ok
32,9,R3,0.9152666224667931,ok
32,9,R4,0.9106632790608676,ok
32,9,R5,0.9046333435992793,ok
32,10,R1,0.9300133311402694,ok
32,10,R2,0.8848272033373914,ok
32,10,R3,0.8832079297236719,ok
32,10,R4,0.8781145980702428,ok
32,10,R5,0.8998093218936575,ok
32,11,R1,0.913167395995877,ok
32,11,R2,0.903021671776342,ok
32,11,R3,0.8909565892432771,ok
32,11,R4,0.8916279137046497,ok
32,11,R5,0.8542794678664725,ok
32,12,R1,0.8860964132911608,ok
32,12,R2,0.8849536915849803,ok
32,12,R3,0.8983705970270089,ok
32,12,R4,0.8944304207718864,ok
32,12,R5,0.8611478981287113,ok
32,13,R1,0.9189435532834644,ok
32,13,R2,0.8889381264811396,ok
32,13,R3,0.8876299999732009,ok
32,13,R4,0.927655622827906,ok
32,13,R5,0.9784924964261231,ok
32,14,R1,0.9340352569671571,ok
32,14,R2,0.9315378400712517,ok
32,14,R3,0.9506904574845984,ok
32,14,R4,0.9351495933041781,ok
32,14,R5,0.9600266728323766,ok
32,15,R1,0.8853697203226365,ok
32,15,R2,0.8883320557018758,ok
32,15,R3,0.7890201859768201,ok
32,15,R4,0.8440717511960905,ok
32,15,R5,0.83840614943859,ok
32,16,R1,0.958410643361428,ok
32,16,R2,0.926691272426302,ok
32,16,R3,0.9237792604272735,ok
32,16,R4,0.9224203830043565,ok
32,16,R5,0.9245722245646368,ok
32,17,R1,0.931213020706393,ok
32,17,R2,0.9245498795943438,ok
32,17,R3,0.8804817349133477,ok
32,17,R4,0.8988998583452069,ok
32,17,R5,0.8781055619267343,ok
32,18,R1,0.9287036545530591,ok
32,18,R2,0.9484537641465312,ok
32,18,R3,0.9555277169532473,ok
32,18,R4,0.9510834730829978,ok
32,18,R5,0.9144646800753533,ok
34,1,R1,0.9418039481008295,ok
34,1,R2,0.9466225034851492,ok
34,1,R3,0.9488316298859811,ok
34,1,R4,0.9386687329806496,ok
34,1,R5,0.9402482925324339,ok
34,2,R1,0.9542614019151648,ok
34,2,R2,0.9631362001276177,ok
34,2,R3,0.9597272530763503,ok
34,2,R4,0.9532052422513624,ok
34,2,R5,0.9552480636013344,ok
34,3,R1,0.9163805837796007,ok
34,3,R2,0.9220795497359295,ok
34,3,R3,0.9068367390593821,ok
34,3,R4,0.9007149175331652,ok
34,3,R5,0.9092944606718354,ok
34,4,R1,0.9301838241024629,ok
34,4,R2,0.9270963091365371,ok
34,4,R3,0.9288605574504041,ok
34,4,R4,0.9259926538425117,ok
34,4,R5,0.9318290116949322,ok
34,5,R1,0.9587084434544381,ok
34,5,R2,0.9344647908791096,ok
34,5,R3,0.931456024773623,ok
34,5,R4,0.9405491913264624,ok
34,5,R5,0.9296715831541426,ok
34,6,R1,0.9825420997738319,ok
34,6,R2,0.9801666298235058,ok
34,6,R3,0.9803952510831726,ok
34,6,R4,0.9744752095437467,ok
34,7,R1,0.9610847091389203,ok
34,7,R2,0.9622410796358538,ok
34,7,R3,0.9551179384454938,ok
34,7,R4,0.9588230072219369,ok
34,7,R5,0.9607551501566378,ok
34,8,R1,0.9222108730239093,ok
34,8,R2,0.9384212327674208,ok
34,8,R3,0.932454145903955,ok
34,8,R4,0.9242588927618821,ok
34,8,R5,0.9213894855898482,ok
34,9,R1,0.9372048279831302,ok
34,9,R2,0.940358308787283,ok
34,9,R3,0.9250489428617039,ok
34,9,R4,0.9419055171695073,ok
34,9,R5,0.9394376703168064,ok
34,10,R1,0.9470258556583637,ok
34,10,R2,0.9395754845132402,ok
34,10,R3,0.9474570588220796,ok
34,10,R4,0.9385709755214912,ok
34,10,R5,0.92678925651596,ok
34,11,R1,0.938836716369307,ok
34,11,R2,0.9427094646605138,ok
34,11,R3,0.9361218532518201,ok
34,11,R4,0.9272315107940738,ok
34,11,R5,0.9417126111448553,ok
34,12,R1,0.9384812214000513,ok
34,12,R2,0.9330697173146114,ok
34,12,R3,0.9242801607352212,ok
34,12,R4,0.9247139374757453,ok
34,12,R5,0.9314546354690042,ok
34,13,R1,0.9475272359061062,ok
34,13,R2,0.9476020901978339,ok
34,13,R3,0.9285438800440071,ok
34,13,R4,0.9549287465480213,ok
34,13,R5,0.9218587770714365,ok
34,14,R1,0.9669337725329421,ok
34,14,R2,0.9814194011743789,ok
34,14,R3,0.9116457841471334,ok
34,14,R4,0.919312402693435,ok
34,14,R5,0.9565011494449308,ok
34,15,R1,0.9109715828320479,ok
34,15,R2,0.8956396351673698,ok
34,15,R3,0.8886450307778102,ok
34,15,R4,0.8431996491408396,ok
34,15,R5,0.8251095188113106,ok
34,16,R1,1.0017270287849669,ok
34,16,R2,1.002359035426699,ok
34,16,R3,1.0026801428622272,ok
34,16,R4,1.0034846834795956,ok
34,16,R5,1.0021826963865212,ok
34,17,R1,0.9679829112592961,ok
34,17,R2,0.9680976403461565,ok
34,17,R3,0.9788136380886366,ok
34,17,R4,0.9743780029226704,ok
34,17,R5,0.9737963741636345,ok
34,18,R1,1.0010293657575655,ok
34,18,R2,1.001277005991642,ok
34,18,R3,0.9999069453901065,ok
34,18,R4,1.0016866104681246,ok
34,18,R5,1.001750499281079,ok
36,1,R1,0.9832667009204924,ok
36,1,R2,0.9797283316042771,ok
36,1,R3,0.9795729845164931,ok
36,1,R4,0.9749449571568812,ok
36,1,R5,0.980231979211239,ok
36,2,R1,1.0081572816635196,ok
36,2,R2,1.0247051240825107,ok
36,2,R3,1.024119658651044,ok
36,2,R4,1.0341837904673916,ok
36,2,R5,1.0231472164740139,ok
36,3,R1,0.9474659943979106,ok
36,3,R2,0.9576480901826029,ok
36,3,R3,0.9381582173342934,ok
36,3,R4,0.9443045091082095,ok
36,3,R5,0.9558928945581783,ok
36,4,R1,0.9835841917647544,ok
36,4,R2,0.9893039107716283,ok
36,4,R4,0.9830557099216785,ok
36,4,R5,0.9869405584658382,ok
36,5,R1,1.0018407554833146,ok
36,5,R2,1.0024416952063608,ok
36,5,R3,1.0048444891429844,ok
36,5,R4,1.0048627843004416,ok
36,5,R5,1.0022642293504336,ok
36,6,R1,1.015714063756207,ok
36,6,R2,1.011550783818096,ok
36,6,R3,1.022015253179756,ok
36,6,R4,1.0232148460606316,ok
36,6,R5,1.0245802684900502,ok
36,7,R1,0.9889140162880871,ok
36,7,R2,0.9892787851036421,ok
36,7,R4,0.9879168946625635,ok
36,7,R5,0.9901301123451955,ok
36,8,R1,0.9665974389501317,ok
36,8,R2,0.9600659576292806,ok
36,8,R3,0.9641069740143845,ok
36,8,R4,0.9607526771132535,ok
36,8,R5,0.9687149453905561,ok
36,9,R1,0.9743120075960002,ok
36,9,R2,0.977201869837849,ok
36,9,R3,0.9737826532223263,ok
36,9,R4,0.9711412365220681,ok
36,9,R5,0.9748152732586717,ok
36,10,R1,0.95653974017725,ok
36,10,R2,0.947645088139235,ok
36,10,R3,0.9515541442993042,ok
36,10,R4,0.9425456695052179,ok
36,10,R5,0.9582664610836672,ok
36,11,R1,0.9723824884380552,ok
36,11,R2,0.9650795182422629,ok
36,11,R3,0.9586563418875204,ok
36,11,R4,0.9666282025153572,ok
36,11,R5,0.963252896749084,ok
36,12,R1,0.9639204580097729,ok
36,12,R2,0.9635226461535329,ok
36,12,R3,0.9480906583855098,ok
36,12,R4,0.9619371709330071,ok
36,12,R5,0.9524031045267679,ok
36,13,R1,1.02156467568167,ok
36,13,R2,1.0240227117283114,ok
36,13,R3,1.0288897383926685,ok
36,13,R4,1.0210439575068302,ok
36,13,R5,1.0236824632915436,ok
36,14,R1,0.8773429392491131,ok
36,14,R2,0.9542551998964152,ok
36,14,R3,0.8812407281347059,ok
36,14,R4,0.9096758086241908,ok
36,14,R5,0.9118853235449434,ok
36,15,R1,0.8273737615987657,ok
36,15,R2,0.8138646392997683,ok
36,15,R3,0.8281481647922954,ok
36,15,R4,0.8155764867634362,ok
36,15,R5,0.813719563307945,ok
36,16,R1,1.053385598058766,ok
36,16,R2,1.0793421300540906,ok
36,16,R3,1.0630848265403652,ok
36,16,R4,1.0839597306917088,ok
36,16,R5,1.0509986819121142,ok
36,17,R1,1.0666159737408836,ok
36,17,R2,1.0689660068196893,ok
36,17,R3,1.0423206794363444,ok
36,17,R4,1.044959861170794,ok
36,17,R5,1.0578652501705923,ok
36,18,R1,1.0524478245213444,ok
36,18,R2,1.0734594477338664,ok
36,18,R3,1.0937736808792535,ok
36,18,R4,1.0767874628224685,ok
38,1,R1,1.0486626698285113,ok
38,1,R2,1.046655324175771,ok
38,1,R3,1.0483918099440181,ok
38,1,R4,1.0532336883933289,ok
38,1,R5,1.0730731144129908,ok
38,2,R1,1.1014305701961986,ok
38,2,R2,1.1187559752919487,ok
38,2,R3,1.1198437332539302,ok
38,2,R4,1.081515584171288,ok
38,2,R5,1.0882691880409294,ok
38,3,R1,1.0198960003872286,ok
38,3,R2,1.0230318356312953,ok
38,3,R3,1.0191148622313877,ok
38,3,R4,1.0202855982882544,ok
38,3,R5,1.0162735839877273,ok
38,4,R1,1.0873944484248468,ok
38,4,R2,1.0613399978684948,ok
38,4,R3,1.0808214763131636,ok
38,4,R4,1.091492371275242,ok
38,4,R5,1.090933571687141,ok
38,5,R1,1.1337941255038924,ok
38,5,R2,1.1352565017693024,ok
38,5,R3,1.1211495142890784,ok
38,5,R4,1.1471176516116375,ok
38,5,R5,1.100390162713986,ok
38,6,R1,1.0668052850254528,ok
38,6,R2,1.047523063408186,ok
