id,pred_tm
auris|XP_085452239.1,52.213210
auris|XP_085452250.1,51.436597
auris|XP_085452255.1,53.002501
auris|XP_085452262.1,51.227766
auris|XP_085452263.1,59.713066
auris|XP_085452264.1,53.377014
auris|XP_085452265.1,52.421945
auris|XP_085452266.1,55.350542
auris|XP_085452271.1,51.494372
auris|XP_085452274.1,50.093001
auris|XP_085452333.1,52.147108
auris|XP_085452336.1,54.136497
auris|XP_085452344.1,50.853395
auris|XP_085452379.1,54.178900
auris|XP_085452388.1,51.617831
auris|XP_085452389.1,51.156831
auris|XP_085452398.1,51.186496
auris|XP_085452415.1,60.429460
auris|XP_085452420.1,50.884914
auris|XP_085452422.1,57.127720
auris|XP_085452427.1,53.081936
auris|XP_085452437.1,52.978963
auris|XP_085452446.1,54.429764
auris|XP_085452466.1,51.233083
auris|XP_085452467.1,50.900358
auris|XP_085452484.1,52.464932
auris|XP_085452493.1,50.970101
auris|XP_085452499.1,51.541024
auris|XP_085452528.1,55.290836
auris|XP_085452530.1,52.823812
auris|XP_085452538.1,51.290202
auris|XP_085452539.1,56.005597
auris|XP_085452546.1,53.902894
auris|XP_085452549.1,57.670206
auris|XP_085452550.1,50.250816
auris|XP_085452559.1,57.089353
auris|XP_085452587.1,52.490717
auris|XP_085452588.1,54.909754
auris|XP_085452598.1,53.129405
auris|XP_085452601.1,53.350908
auris|XP_085452602.1,55.691773
auris|XP_085452612.1,53.885126
auris|XP_085452618.1,54.156131
auris|XP_085452619.1,52.319843
auris|XP_085452635.1,53.594345
auris|XP_085452648.1,50.975865
auris|XP_085452661.1,58.691651
auris|XP_085452674.1,52.011436
auris|XP_085452684.1,55.790395
auris|XP_085452690.1,53.548366
auris|XP_085452695.1,52.276391
auris|XP_085452697.1,54.528314
auris|XP_085452704.1,54.322702
auris|XP_085452705.1,52.458531
auris|XP_085452712.1,53.144324
auris|XP_085452728.1,53.460407
auris|XP_085452734.1,52.178568
auris|XP_085452736.1,51.492256
auris|XP_085452744.1,53.067082
auris|XP_085452745.1,54.300743
auris|XP_085452762.1,56.778568
auris|XP_085452763.1,54.526097
auris|XP_085452770.1,52.601618
auris|XP_085452780.1,53.753644
auris|XP_085452782.1,56.772214
auris|XP_085452793.1,56.370902
auris|XP_085452799.1,56.428713
auris|XP_085452803.1,52.888370
auris|XP_085452817.1,61.886030
auris|XP_085452819.1,54.073185
auris|XP_085452828.1,51.834166
auris|XP_085452850.1,52.328509
auris|XP_085452853.1,60.786194
auris|XP_085452854.1,53.130287
auris|XP_085452856.1,55.315846
auris|XP_085452867.1,51.752955
auris|XP_085452883.1,52.652937
auris|XP_085452885.1,52.203929
auris|XP_085452895.1,55.119771
auris|XP_085452898.1,52.211410
auris|XP_085452899.1,55.682784
auris|XP_085452916.1,54.780108
auris|XP_085452938.1,52.501136
auris|XP_085452949.1,53.902858
auris|XP_085452971.1,52.296692
auris|XP_085452987.1,57.022572
auris|XP_085452989.1,50.441760
auris|XP_085453012.1,55.126369
auris|XP_085453024.1,53.399974
auris|XP_085453037.1,52.399474
auris|XP_085453039.1,52.113909
auris|XP_085453063.1,51.856452
auris|XP_085453064.1,53.971493
auris|XP_085453095.1,55.069488
auris|XP_085453106.1,53.036565
auris|XP_085453107.1,54.648238
auris|XP_085453123.1,54.311037
auris|XP_085453131.1,53.025657
auris|XP_085453136.1,53.459686
auris|XP_085453149.1,54.737186
auris|XP_085453153.1,51.423448
auris|XP_085453155.1,56.733662
auris|XP_085453159.1,57.129157
auris|XP_085453173.1,51.333255
auris|XP_085453174.1,58.141118
auris|XP_085453181.1,53.759980
auris|XP_085453185.1,51.021856
auris|XP_085453192.1,51.930928
auris|XP_085453194.1,52.788669
auris|XP_085453196.1,50.345516
auris|XP_085453199.1,58.030075
auris|XP_085453208.1,51.992244
auris|XP_085453211.1,54.665011
auris|XP_085453213.1,52.068108
auris|XP_085453216.1,54.065692
auris|XP_085453235.1,51.665121
auris|XP_085453236.1,55.943751
auris|XP_085453242.1,51.743418
auris|XP_085453245.1,51.791972
auris|XP_085453258.1,52.389961
auris|XP_085453288.1,51.844090
auris|XP_085453292.1,52.699256
auris|XP_085453296.1,51.198083
auris|XP_085453305.1,50.701386
auris|XP_085453319.1,52.789456
auris|XP_085453325.1,53.346801
auris|XP_085453328.1,54.511195
auris|XP_085453332.1,55.045348
auris|XP_085453337.1,54.911190
auris|XP_085453340.1,53.976649
auris|XP_085453343.1,53.128344
auris|XP_085453349.1,53.085130
auris|XP_085453365.1,52.985126
auris|XP_085453380.1,56.707698
auris|XP_085453386.1,54.458159
auris|XP_085453396.1,52.423537
auris|XP_085453408.1,57.815874
auris|XP_085453438.1,53.146851
auris|XP_085453444.1,48.055273
auris|XP_085453468.1,54.367524
auris|XP_085453485.1,53.914607
auris|XP_085453498.1,50.985622
auris|XP_085453499.1,59.699482
auris|XP_085453503.1,61.050886
auris|XP_085453512.1,50.964624
auris|XP_085453533.1,51.991975
auris|XP_085453556.1,55.397040
auris|XP_085453569.1,51.902145
auris|XP_085453575.1,61.219627
auris|XP_085453577.1,52.708977
auris|XP_085453588.1,50.526893
auris|XP_085453589.1,52.897114
auris|XP_085453593.1,54.890651
auris|XP_085453599.1,50.649887
auris|XP_085453600.1,49.800766
auris|XP_085453601.1,52.572548
auris|XP_085453602.1,52.971148
auris|XP_085453613.1,53.247875
auris|XP_085453621.1,51.858318
auris|XP_085453625.1,53.992105
auris|XP_085453626.1,52.799147
auris|XP_085453629.1,54.356986
auris|XP_085453633.1,57.649314
auris|XP_085453649.1,54.893464
auris|XP_085453656.1,61.876804
auris|XP_085453658.1,51.352161
auris|XP_085453664.1,52.704459
auris|XP_085453666.1,54.970759
auris|XP_085453673.1,59.376752
auris|XP_085453704.1,58.965915
auris|XP_085453710.1,54.716706
auris|XP_085453721.1,52.753216
auris|XP_085453724.1,51.657546
auris|XP_085453727.1,52.320230
auris|XP_085453729.1,57.552481
auris|XP_085453756.1,55.016571
auris|XP_085453766.1,53.776288
auris|XP_085453771.1,53.823537
auris|XP_085453772.1,52.281511
auris|XP_085453783.1,54.235709
auris|XP_085453784.1,59.514785
auris|XP_085453785.1,52.281439
auris|XP_085453788.1,58.765489
auris|XP_085453797.1,56.810898
auris|XP_085453801.1,53.942859
auris|XP_085453807.1,53.460908
auris|XP_085453827.1,52.517933
auris|XP_085453856.1,52.867240
auris|XP_085453864.1,53.538585
auris|XP_085453865.1,54.314685
auris|XP_085453872.1,63.101816
auris|XP_085453875.1,59.028023
auris|XP_085453885.1,57.450670
auris|XP_085453902.1,57.576138
auris|XP_085453903.1,54.001033
auris|XP_085453908.1,52.230090
auris|XP_085453910.1,52.399474
auris|XP_085453922.1,53.080368
auris|XP_085453932.1,48.745885
auris|XP_085453933.1,53.941655
auris|XP_085453936.1,52.190143
auris|XP_085453937.1,56.439906
auris|XP_085453944.1,50.921792
auris|XP_085453945.1,50.614613
auris|XP_085453955.1,58.243072
auris|XP_085453974.1,58.287102
auris|XP_085453975.1,51.178521
auris|XP_085453977.1,55.426615
auris|XP_085453989.1,53.507668
auris|XP_085453992.1,57.214159
auris|XP_085453996.1,52.428836
auris|XP_085453997.1,53.836596
auris|XP_085454011.1,51.976669
auris|XP_085454014.1,51.921457
auris|XP_085454022.1,52.307624
auris|XP_085454029.1,51.906407
auris|XP_085454040.1,54.556149
auris|XP_085454042.1,52.716011
auris|XP_085454067.1,52.543360
auris|XP_085454068.1,53.310776
auris|XP_085454071.1,50.971818
auris|XP_085454083.1,53.279513
auris|XP_085454088.1,54.506928
auris|XP_085454092.1,52.170724
auris|XP_085454099.1,62.277275
auris|XP_085454121.1,53.847319
auris|XP_085454123.1,51.864070
auris|XP_085454124.1,51.867372
auris|XP_085454125.1,53.953505
auris|XP_085454129.1,67.356169
auris|XP_085454140.1,59.000140
auris|XP_085454153.1,57.670015
auris|XP_085454154.1,58.456510
auris|XP_085454155.1,52.508569
auris|XP_085454176.1,53.008336
auris|XP_085454179.1,61.869842
auris|XP_085454186.1,52.873677
auris|XP_085454201.1,54.396480
auris|XP_085454204.1,51.990283
auris|XP_085454209.1,53.001577
auris|XP_085454212.1,54.276758
auris|XP_085454232.1,53.001922
auris|XP_085454233.1,52.874786
auris|XP_085454246.1,52.558702
auris|XP_085454259.1,60.487103
auris|XP_085454260.1,52.633435
auris|XP_085454262.1,59.808117
auris|XP_085454272.1,52.221221
auris|XP_085454273.1,56.091326
auris|XP_085454275.1,51.322228
auris|XP_085454277.1,56.692523
auris|XP_085454305.1,50.981468
auris|XP_085454311.1,58.600074
auris|XP_085454314.1,52.676016
auris|XP_085454330.1,51.623112
auris|XP_085454339.1,51.679027
auris|XP_085454342.1,54.339659
auris|XP_085454348.1,52.557975
auris|XP_085454361.1,52.027953
auris|XP_085454362.1,70.588440
auris|XP_085454378.1,52.771348
auris|XP_085454379.1,52.419633
auris|XP_085454386.1,52.355570
auris|XP_085454396.1,57.440412
auris|XP_085454397.1,55.272365
auris|XP_085454398.1,49.956733
auris|XP_085454399.1,55.848497
auris|XP_085454410.1,58.906186
auris|XP_085454414.1,53.632849
auris|XP_085454415.1,54.131979
auris|XP_085454443.1,54.088950
auris|XP_085454448.1,52.780175
auris|XP_085454465.1,56.850475
auris|XP_085454468.1,54.645532
auris|XP_085454469.1,54.477251
auris|XP_085454470.1,52.051181
auris|XP_085454475.1,54.406726
auris|XP_085454476.1,52.323443
auris|XP_085454477.1,58.056974
auris|XP_085454480.1,52.982408
auris|XP_085454484.1,52.905995
auris|XP_085454489.1,57.061434
auris|XP_085454497.1,61.247063
auris|XP_085454504.1,51.007873
auris|XP_085454527.1,58.214307
auris|XP_085454531.1,52.227265
auris|XP_085454534.1,52.592736
auris|XP_085454535.1,58.139735
auris|XP_085454543.1,53.078234
auris|XP_085454551.1,51.150244
auris|XP_085454552.1,53.847128
auris|XP_085454557.1,52.853924
auris|XP_085454561.1,52.752751
auris|XP_085454568.1,54.447877
auris|XP_085454571.1,59.775168
auris|XP_085454574.1,59.649044
auris|XP_085454577.1,59.521288
auris|XP_085454578.1,51.765996
auris|XP_085454582.1,50.733387
auris|XP_085454594.1,60.185236
auris|XP_085454595.1,53.674591
auris|XP_085454615.1,57.089454
auris|XP_085454618.1,51.993936
auris|XP_085454619.1,52.249289
auris|XP_085454620.1,53.354073
auris|XP_085454636.1,51.756936
auris|XP_085454643.1,55.401081
auris|XP_085454671.1,56.936389
auris|XP_085454692.1,53.068000
auris|XP_085454713.1,55.274832
auris|XP_085454714.1,52.592963
auris|XP_085454717.1,54.671520
auris|XP_085454730.1,52.002650
auris|XP_085454743.1,53.545505
auris|XP_085454747.1,53.123915
auris|XP_085454748.1,53.167647
auris|XP_085454750.1,59.743339
auris|XP_085454769.1,52.312744
auris|XP_085454775.1,54.623562
auris|XP_085454779.1,52.683479
auris|XP_085454781.1,52.226603
auris|XP_085454783.1,52.824491
auris|XP_085454788.1,54.497749
auris|XP_085454792.1,59.760159
auris|XP_085454794.1,51.370031
auris|XP_085454804.1,52.116054
auris|XP_085454807.1,53.315759
auris|XP_085454809.1,54.362082
auris|XP_085454810.1,55.546945
auris|XP_085454813.1,54.684740
auris|XP_085454824.1,53.583175
auris|XP_085454829.1,57.119173
auris|XP_085454862.1,53.184474
auris|XP_085454865.1,54.012221
auris|XP_085454887.1,53.557390
auris|XP_085454890.1,50.427043
auris|XP_085454892.1,51.373023
auris|XP_085454902.1,57.601851
auris|XP_085454903.1,51.957160
auris|XP_085454904.1,54.926604
auris|XP_085454906.1,55.976552
auris|XP_085454909.1,51.826078
auris|XP_085454910.1,52.495176
auris|XP_085454916.1,52.213949
auris|XP_085454925.1,53.003579
auris|XP_085454936.1,52.967185
auris|XP_085454941.1,51.070887
auris|XP_085454950.1,53.291208
auris|XP_085454952.1,62.831771
auris|XP_085454953.1,56.802666
auris|XP_085454956.1,52.844477
auris|XP_085454961.1,53.954417
auris|XP_085454974.1,52.761310
auris|XP_085454975.1,57.161504
auris|XP_085454977.1,56.957990
auris|XP_085454978.1,56.877005
auris|XP_085454981.1,50.976706
auris|XP_085454985.1,52.418035
auris|XP_085454991.1,59.620893
auris|XP_085455009.1,53.798944
auris|XP_085455015.1,51.608145
auris|XP_085455034.1,57.832325
auris|XP_085455048.1,54.499704
auris|XP_085455049.1,51.585823
auris|XP_085455054.1,66.443360
auris|XP_085455057.1,54.355901
auris|XP_085455077.1,51.352471
auris|XP_085455080.1,53.581709
auris|XP_085455098.1,56.103593
auris|XP_085455120.1,55.588377
auris|XP_085455122.1,63.293397
auris|XP_085455129.1,52.473503
auris|XP_085455130.1,52.830654
auris|XP_085455132.1,54.984742
auris|XP_085455138.1,52.726817
auris|XP_085455142.1,52.594590
auris|XP_085455166.1,52.363306
auris|XP_085455176.1,51.420641
auris|XP_085455180.1,53.006202
auris|XP_085455184.1,51.337880
auris|XP_085455185.1,57.808620
auris|XP_085455189.1,54.986447
auris|XP_085455192.1,60.825586
auris|XP_085455194.1,51.962632
auris|XP_085455205.1,56.076205
auris|XP_085455215.1,58.694732
auris|XP_085455224.1,51.340908
auris|XP_085455234.1,51.945996
auris|XP_085455237.1,52.997428
auris|XP_085455241.1,53.107840
auris|XP_085455242.1,51.290119
auris|XP_085455278.1,52.634579
auris|XP_085455281.1,51.351553
auris|XP_085455283.1,55.117816
auris|XP_085455284.1,52.961862
auris|XP_085455287.1,57.649755
auris|XP_085455297.1,52.916420
auris|XP_085455300.1,52.945060
auris|XP_085455301.1,54.489821
auris|XP_085455315.1,56.390244
auris|XP_085455334.1,52.879608
auris|XP_085455350.1,55.669183
auris|XP_085455351.1,67.359310
auris|XP_085455353.1,53.369480
auris|XP_085455354.1,50.574881
auris|XP_085455361.1,51.201367
auris|XP_085455371.1,54.582399
auris|XP_085455377.1,53.869367
auris|XP_085455383.1,52.610695
auris|XP_085455391.1,52.770817
auris|XP_085455393.1,53.343123
auris|XP_085455399.1,57.293051
auris|XP_085455406.1,51.701188
auris|XP_085455407.1,52.035552
auris|XP_085455411.1,51.661867
auris|XP_085455431.1,52.394873
auris|XP_085455432.1,53.768718
auris|XP_085455433.1,57.402271
auris|XP_085455434.1,52.438164
auris|XP_085455436.1,55.561447
auris|XP_085455450.1,52.737027
auris|XP_085455452.1,51.861566
auris|XP_085455458.1,53.674799
auris|XP_085455476.1,51.933008
auris|XP_085455481.1,51.670295
auris|XP_085455486.1,59.732860
auris|XP_085455492.1,57.780564
auris|XP_085455496.1,52.227598
auris|XP_085455502.1,53.497773
auris|XP_085455503.1,53.819257
auris|XP_085455504.1,54.885197
auris|XP_085455506.1,52.180266
auris|XP_085455513.1,52.824861
auris|XP_085455518.1,53.894228
auris|XP_085455526.1,62.570679
auris|XP_085455530.1,52.213591
auris|XP_085455532.1,54.458940
auris|XP_085455533.1,50.849807
auris|XP_085455540.1,61.307293
auris|XP_085455545.1,53.053313
auris|XP_085455547.1,56.000316
auris|XP_085455548.1,56.072098
auris|XP_085455584.1,51.768631
auris|XP_085455599.1,52.266186
auris|XP_085455606.1,52.748805
auris|XP_085455607.1,55.100781
auris|XP_085455608.1,52.323717
auris|XP_085455616.1,66.222596
auris|XP_085455624.1,51.286983
auris|XP_085455630.1,53.851050
auris|XP_085455642.1,47.168577
auris|XP_085455643.1,60.048258
auris|XP_085455657.1,52.450341
auris|XP_085455661.1,55.538452
auris|XP_085455674.1,55.090165
auris|XP_085455679.1,50.143903
auris|XP_085455684.1,52.244484
auris|XP_085455705.1,52.407271
auris|XP_085455708.1,54.891729
auris|XP_085455726.1,52.069968
auris|XP_085455757.1,50.360054
auris|XP_085455758.1,56.128943
haemulonii|XP_025339553.1,50.940877
haemulonii|XP_025339554.1,54.327726
haemulonii|XP_025339557.1,59.731758
haemulonii|XP_025339566.1,50.980514
haemulonii|XP_025339587.1,51.684695
haemulonii|XP_025339610.1,56.188726
haemulonii|XP_025339622.1,53.288138
haemulonii|XP_025339631.1,52.252746
haemulonii|XP_025339641.1,49.979478
haemulonii|XP_025339645.1,54.233354
haemulonii|XP_025339650.1,50.687379
haemulonii|XP_025339651.1,49.620748
haemulonii|XP_025339652.1,52.413034
haemulonii|XP_025339653.1,52.904993
haemulonii|XP_025339664.1,53.099173
haemulonii|XP_025339672.1,52.473110
haemulonii|XP_025339676.1,53.648531
haemulonii|XP_025339677.1,52.215540
haemulonii|XP_025339680.1,55.309671
haemulonii|XP_025339683.1,57.100970
haemulonii|XP_025339699.1,53.228837
haemulonii|XP_025339708.1,58.344311
haemulonii|XP_025339709.1,51.227915
haemulonii|XP_025339716.1,52.220786
haemulonii|XP_025339718.1,52.831489
haemulonii|XP_025339724.1,58.185118
haemulonii|XP_025339753.1,57.031131
haemulonii|XP_025339759.1,56.848341
haemulonii|XP_025339769.1,53.262824
haemulonii|XP_025339772.1,52.753103
haemulonii|XP_025339775.1,52.395880
haemulonii|XP_025339777.1,56.897253
haemulonii|XP_025339803.1,56.312370
haemulonii|XP_025339818.1,53.508312
haemulonii|XP_025339819.1,52.227169
haemulonii|XP_025339829.1,54.652542
haemulonii|XP_025339830.1,58.696777
haemulonii|XP_025339831.1,52.577311
haemulonii|XP_025339834.1,57.198220
haemulonii|XP_025339842.1,56.709915
haemulonii|XP_025339846.1,54.043263
haemulonii|XP_025339849.1,48.494518
haemulonii|XP_025339851.1,53.487319
haemulonii|XP_025339906.1,52.571368
haemulonii|XP_025339919.1,53.195095
haemulonii|XP_025339942.1,47.786063
haemulonii|XP_025339947.1,52.441949
haemulonii|XP_025339979.1,55.721384
haemulonii|XP_025339981.1,57.678145
haemulonii|XP_025339990.1,50.268632
haemulonii|XP_025340002.1,51.885688
haemulonii|XP_025340009.1,54.604119
haemulonii|XP_025340013.1,54.133093
haemulonii|XP_025340024.1,52.285987
haemulonii|XP_025340031.1,53.072590
haemulonii|XP_025340045.1,53.062683
haemulonii|XP_025340056.1,57.040483
haemulonii|XP_025340061.1,53.954202
haemulonii|XP_025340080.1,51.596254
haemulonii|XP_025340084.1,53.240746
haemulonii|XP_025340088.1,52.135789
haemulonii|XP_025340113.1,51.890010
haemulonii|XP_025340125.1,52.082694
haemulonii|XP_025340143.1,49.906930
haemulonii|XP_025340150.1,53.339702
haemulonii|XP_025340151.1,51.163381
haemulonii|XP_025340157.1,58.291125
haemulonii|XP_025340161.1,51.141042
haemulonii|XP_025340184.1,52.221173
haemulonii|XP_025340186.1,57.614166
haemulonii|XP_025340212.1,51.299495
haemulonii|XP_025340215.1,53.514510
haemulonii|XP_025340227.1,52.306205
haemulonii|XP_025340233.1,54.084563
haemulonii|XP_025340238.1,53.417760
haemulonii|XP_025340244.1,53.801513
haemulonii|XP_025340245.1,56.523544
haemulonii|XP_025340257.1,52.836257
haemulonii|XP_025340288.1,52.288741
haemulonii|XP_025340293.1,54.284835
haemulonii|XP_025340303.1,55.062276
haemulonii|XP_025340306.1,57.146031
haemulonii|XP_025340307.1,55.421400
haemulonii|XP_025340309.1,53.222382
haemulonii|XP_025340320.1,51.467085
haemulonii|XP_025340322.1,62.561065
haemulonii|XP_025340326.1,54.482001
haemulonii|XP_025340331.1,52.357352
haemulonii|XP_025340333.1,51.954347
haemulonii|XP_025340335.1,53.252816
haemulonii|XP_025340340.1,53.588265
haemulonii|XP_025340346.1,51.875585
haemulonii|XP_025340354.1,54.206669
haemulonii|XP_025340357.1,51.271421
haemulonii|XP_025340359.1,51.001865
haemulonii|XP_025340368.1,57.359761
haemulonii|XP_025340369.1,52.154922
haemulonii|XP_025340370.1,54.699606
haemulonii|XP_025340372.1,54.776376
haemulonii|XP_025340375.1,51.731229
