XP_085450799.1	CPAR2_803640	80.3
XP_085450800.1	CPAR2_206670	45.7
XP_085450801.1	CPAR2_206660	39.2
XP_085450802.1	CPAR2_206650	70.2
XP_085450803.1	CPAR2_206680	58.7
XP_085450804.1	CPAR2_206690	72.2
XP_085450805.1	CPAR2_206700	91.3
XP_085450806.1	CPAR2_206710	54.8
XP_085450807.1	CPAR2_206750	43.5
XP_085450808.1	CPAR2_207660	44.6
XP_085450809.1	CPAR2_600500	66.2
XP_085450810.1	CPAR2_600950	38.4
XP_085450811.1	CPAR2_601260	51.4
XP_085450812.1	CPAR2_601250	47.6
XP_085450813.1	CPAR2_803230	66.9
XP_085450814.1	CPAR2_803240	51.2
XP_085450815.1	CPAR2_803250	36.2
XP_085450816.1	CPAR2_803260	36.0
XP_085450817.1	CPAR2_802720	58.7
XP_085450818.1	CPAR2_801560	61.6
XP_085450819.1	CPAR2_801550	41.4
XP_085450820.1	CPAR2_801540	71.1
XP_085450823.1	CPAR2_301920	47.0
XP_085450824.1	CPAR2_301930	47.3
XP_085450825.1	CPAR2_403540	47.0
XP_085450827.1	CPAR2_206170	39.2
XP_085450829.1	CPAR2_206070	24.1
XP_085450830.1	CPAR2_206050	60.1
XP_085450832.1	CPAR2_704080	39.3
XP_085450833.1	CPAR2_701640	56.5
XP_085450835.1	CPAR2_701650	70.2
XP_085450836.1	CPAR2_402790	38.4
XP_085450837.1	CPAR2_402770	58.1
XP_085450838.1	CPAR2_402780	66.7
XP_085450839.1	CPAR2_211450	35.0
XP_085450840.1	CPAR2_211460	49.9
XP_085450842.1	CPAR2_211470	44.2
XP_085450844.1	CPAR2_211480	69.5
XP_085450845.1	CPAR2_211490	34.7
XP_085450846.1	CPAR2_211500	46.9
XP_085450848.1	CPAR2_211540	51.2
XP_085450849.1	CPAR2_211530	26.5
XP_085450850.1	CPAR2_211550	39.5
XP_085450854.1	CPAR2_211560	77.4
XP_085450855.1	CPAR2_211890	46.2
XP_085450857.1	CPAR2_211900	48.3
XP_085450858.1	CPAR2_211870	69.4
XP_085450861.1	CPAR2_100820	73.2
XP_085450862.1	CPAR2_502670	65.1
XP_085450863.1	CPAR2_502630	48.8
XP_085450864.1	CPAR2_101170	46.0
XP_085450865.1	CPAR2_101150	65.6
XP_085450866.1	CPAR2_101140	48.9
XP_085450867.1	CPAR2_101130	79.5
XP_085450868.1	CPAR2_101120	60.4
XP_085450869.1	CPAR2_101420	47.9
XP_085450871.1	CPAR2_101530	40.6
XP_085450872.1	CPAR2_101520	51.4
XP_085450873.1	CPAR2_101510	33.9
XP_085450874.1	CPAR2_101100	51.4
XP_085450875.1	CPAR2_101090	38.6
XP_085450876.1	CPAR2_101080	44.8
XP_085450877.1	CPAR2_101070	60.4
XP_085450878.1	CPAR2_101060	52.4
XP_085450881.1	CPAR2_101040	63.3
XP_085450882.1	CPAR2_101490	36.7
XP_085450883.1	CPAR2_101480	73.6
XP_085450884.1	CPAR2_101470	27.4
XP_085450885.1	CPAR2_101460	87.5
XP_085450886.1	CPAR2_101450	52.4
XP_085450887.1	CPAR2_101440	70.1
XP_085450888.1	CPAR2_101430	83.1
XP_085450890.1	CPAR2_301130	52.1
XP_085450891.1	CPAR2_502440	46.8
XP_085450892.1	CPAR2_502430	50.0
XP_085450893.1	CPAR2_502620	40.9
XP_085450894.1	CPAR2_502610	38.0
XP_085450895.1	CPAR2_502590	30.0
XP_085450896.1	CPAR2_502650	45.2
XP_085450897.1	CPAR2_502580	82.4
XP_085450899.1	CPAR2_502560	31.6
XP_085450900.1	CPAR2_502700	45.8
XP_085450901.1	CPAR2_502710	49.9
XP_085450902.1	CPAR2_502720	57.4
XP_085450903.1	CPAR2_502740	34.3
XP_085450904.1	CPAR2_502750	88.0
XP_085450905.1	CPAR2_206890	42.4
XP_085450906.1	CPAR2_207040	81.8
XP_085450907.1	CPAR2_207030	58.7
XP_085450908.1	CPAR2_403370	77.9
XP_085450909.1	CPAR2_403840	58.5
XP_085450910.1	CPAR2_403380	47.9
XP_085450911.1	CPAR2_301900	42.8
XP_085450912.1	CPAR2_301910	53.6
XP_085450914.1	CPAR2_403530	41.4
XP_085450915.1	CPAR2_502480	46.4
XP_085450916.1	CPAR2_101030	50.0
XP_085450917.1	CPAR2_101020	90.9
XP_085450920.1	CPAR2_101010	34.1
XP_085450921.1	CPAR2_101000	44.2
XP_085450922.1	CPAR2_100990	79.1
XP_085450924.1	CPAR2_100970	61.3
XP_085450925.1	CPAR2_100920	49.1
XP_085450926.1	CPAR2_100910	50.5
XP_085450928.1	CPAR2_100900	60.1
XP_085450929.1	CPAR2_100890	63.4
XP_085450930.1	CPAR2_100870	83.2
XP_085450932.1	CPAR2_100850	42.5
XP_085450933.1	CPAR2_211850	31.4
XP_085450934.1	CPAR2_211840	93.5
XP_085450935.1	CPAR2_603770	61.1
XP_085450936.1	CPAR2_211780	61.4
XP_085450937.1	CPAR2_211770	77.5
XP_085450938.1	CPAR2_211790	45.5
XP_085450939.1	CPAR2_211800	47.6
XP_085450940.1	CPAR2_211810	80.6
XP_085450942.1	CPAR2_211820	63.3
XP_085450943.1	CPAR2_503990	73.7
XP_085450945.1	CPAR2_203300	81.9
XP_085450946.1	CPAR2_101180	64.9
XP_085450947.1	CPAR2_100710	38.3
XP_085450948.1	CPAR2_100700	41.7
XP_085450949.1	CPAR2_100690	71.8
XP_085450950.1	CPAR2_100680	63.6
XP_085450951.1	CPAR2_100660	31.2
XP_085450953.1	CPAR2_100670	40.5
XP_085450954.1	CPAR2_100650	73.3
XP_085450956.1	CPAR2_100640	92.3
XP_085450957.1	CPAR2_100630	38.1
XP_085450958.1	CPAR2_100620	80.3
XP_085450959.1	CPAR2_100760	37.3
XP_085450961.1	CPAR2_100790	49.3
XP_085450962.1	CPAR2_100800	46.5
XP_085450963.1	CPAR2_100810	55.7
XP_085450964.1	CPAR2_502680	69.9
XP_085450965.1	CPAR2_502690	51.9
XP_085450966.1	CPAR2_502540	60.5
XP_085450967.1	CPAR2_502530	68.4
XP_085450968.1	CPAR2_502520	53.1
XP_085450969.1	CPAR2_502510	40.5
XP_085450970.1	CPAR2_502500	32.0
XP_085450971.1	CPAR2_502490	60.2
XP_085450972.1	CPAR2_402500	61.3
XP_085450973.1	CPAR2_402510	68.2
XP_085450974.1	CPAR2_402520	46.8
XP_085450975.1	CPAR2_400860	58.3
XP_085450976.1	CPAR2_402530	67.9
XP_085450977.1	CPAR2_402540	73.6
XP_085450978.1	CPAR2_402550	87.3
XP_085450979.1	CPAR2_402600	38.8
XP_085450980.1	CPAR2_401190	43.4
XP_085450982.1	CPAR2_402570	60.1
XP_085450984.1	CPAR2_402560	36.7
XP_085450985.1	CPAR2_402580	64.2
XP_085450986.1	CPAR2_401180	74.7
XP_085450988.1	CPAR2_401170	55.8
XP_085450989.1	CPAR2_401160	38.1
XP_085450990.1	CPAR2_401150	52.4
XP_085450991.1	CPAR2_401140	33.6
XP_085450992.1	CPAR2_401120	64.9
XP_085450994.1	CPAR2_103130	56.3
XP_085450995.1	CPAR2_103160	64.4
XP_085450996.1	CPAR2_209380	94.9
XP_085450997.1	CPAR2_103170	40.9
XP_085450998.1	CPAR2_103180	73.6
XP_085451000.1	CPAR2_807290	34.0
XP_085451001.1	CPAR2_807300	67.5
XP_085451002.1	CPAR2_807310	52.3
XP_085451003.1	CPAR2_807320	34.4
XP_085451004.1	CPAR2_807330	68.1
XP_085451005.1	CPAR2_807340	52.6
XP_085451006.1	CPAR2_807360	32.5
XP_085451007.1	CPAR2_807370	27.9
XP_085451008.1	CPAR2_807380	52.5
XP_085451009.1	CPAR2_807390	34.9
XP_085451015.1	CPAR2_701260	81.3
XP_085451019.1	CPAR2_400960	54.7
XP_085451021.1	CPAR2_400940	49.9
XP_085451022.1	CPAR2_400930	83.5
XP_085451023.1	CPAR2_400920	35.8
XP_085451024.1	CPAR2_400910	83.2
XP_085451025.1	CPAR2_405640	50.8
XP_085451026.1	CPAR2_405630	79.8
XP_085451027.1	CPAR2_405620	35.5
XP_085451028.1	CPAR2_405610	46.8
XP_085451029.1	CPAR2_405600	72.9
XP_085451031.1	CPAR2_403550	50.7
XP_085451032.1	CPAR2_806240	68.2
XP_085451033.1	CPAR2_402880	35.1
XP_085451035.1	CPAR2_402900	68.6
XP_085451044.1	CPAR2_101330	31.3
XP_085451061.1	CPAR2_402000	33.2
XP_085451064.1	CPAR2_701630	58.7
XP_085451065.1	CPAR2_802430	36.2
XP_085451067.1	CPAR2_212500	56.7
XP_085451068.1	CPAR2_212490	75.6
XP_085451070.1	CPAR2_105660	82.6
XP_085451071.1	CPAR2_105650	50.0
XP_085451072.1	CPAR2_105630	53.5
XP_085451073.1	CPAR2_105620	53.3
XP_085451074.1	CPAR2_105610	70.3
XP_085451075.1	CPAR2_105670	41.5
XP_085451076.1	CPAR2_108170	26.1
XP_085451077.1	CPAR2_109100	28.8
XP_085451078.1	CPAR2_108100	41.1
XP_085451079.1	CPAR2_108090	56.3
XP_085451080.1	CPAR2_108080	51.1
XP_085451081.1	CPAR2_701460	46.3
XP_085451082.1	CPAR2_701440	57.8
XP_085451084.1	CPAR2_701430	95.8
XP_085451085.1	CPAR2_701400	70.5
XP_085451086.1	CPAR2_701370	68.1
XP_085451087.1	CPAR2_701360	44.9
XP_085451088.1	CPAR2_701350	84.4
XP_085451089.1	CPAR2_701340	72.4
XP_085451090.1	CPAR2_701330	45.4
XP_085451091.1	CPAR2_701320	67.6
XP_085451092.1	CPAR2_701300	43.2
XP_085451094.1	CPAR2_404270	51.8
XP_085451095.1	CPAR2_701270	69.8
XP_085451096.1	CPAR2_701280	44.6
XP_085451097.1	CPAR2_701290	66.4
XP_085451099.1	CPAR2_701240	66.0
XP_085451100.1	CPAR2_107690	39.3
XP_085451101.1	CPAR2_107700	40.8
XP_085451102.1	CPAR2_107710	49.1
XP_085451103.1	CPAR2_107720	59.9
XP_085451104.1	CPAR2_107730	56.0
XP_085451105.1	CPAR2_107740	31.0
XP_085451106.1	CPAR2_107750	32.9
XP_085451107.1	CPAR2_107760	43.7
XP_085451108.1	CPAR2_107770	63.9
XP_085451109.1	CPAR2_107780	44.2
XP_085451110.1	CPAR2_808750	57.1
XP_085451111.1	CPAR2_102530	59.0
XP_085451112.1	CPAR2_302690	39.9
XP_085451113.1	CPAR2_302680	61.5
XP_085451114.1	CPAR2_302670	82.2
XP_085451116.1	CPAR2_602270	72.8
XP_085451117.1	CPAR2_602280	55.9
XP_085451118.1	CPAR2_702970	66.2
XP_085451124.1	CPAR2_203330	37.3
XP_085451125.1	CPAR2_704300	57.5
XP_085451127.1	CPAR2_704290	60.5
XP_085451128.1	CPAR2_704270	48.8
XP_085451132.1	CPAR2_801590	66.7
XP_085451133.1	CPAR2_801580	60.7
XP_085451134.1	CPAR2_801600	53.0
XP_085451135.1	CPAR2_301770	71.9
XP_085451137.1	CPAR2_406800	53.3
XP_085451139.1	CPAR2_804300	61.5
XP_085451140.1	CPAR2_804240	32.0
XP_085451141.1	CPAR2_804440	33.5
XP_085451142.1	CPAR2_804450	35.2
XP_085451143.1	CPAR2_804460	46.6
XP_085451144.1	CPAR2_704260	41.5
XP_085451146.1	CPAR2_203350	86.6
XP_085451148.1	CPAR2_203070	37.1
XP_085451149.1	CPAR2_203080	51.8
XP_085451150.1	CPAR2_203250	53.1
XP_085451151.1	CPAR2_203260	80.0
XP_085451152.1	CPAR2_107560	43.6
XP_085451153.1	CPAR2_107550	60.8
XP_085451154.1	CPAR2_107530	55.7
XP_085451155.1	CPAR2_107520	43.6
XP_085451156.1	CPAR2_107510	59.3
XP_085451158.1	CPAR2_107470	75.1
XP_085451160.1	CPAR2_107490	33.2
XP_085451161.1	CPAR2_107500	65.1
XP_085451162.1	CPAR2_407680	38.3
XP_085451163.1	CPAR2_207060	97.2
XP_085451164.1	CPAR2_406880	62.9
XP_085451165.1	CPAR2_406870	84.1
XP_085451167.1	CPAR2_406790	58.5
XP_085451169.1	CPAR2_406780	49.9
XP_085451170.1	CPAR2_406770	41.7
XP_085451171.1	CPAR2_406760	67.0
XP_085451172.1	CPAR2_406750	80.2
XP_085451173.1	CPAR2_603740	41.4
