species,gene,pred_tm
auris,XP_085451496.1,56.23854994773865
auris,XP_085451508.1,58.346253633499146
auris,XP_085451510.1,54.791051149368286
auris,XP_085451518.1,53.75488996505737
auris,XP_085451523.1,58.55510234832764
auris,XP_085451529.1,51.83881521224976
auris,XP_085451542.1,54.58744764328003
auris,XP_085451545.1,52.79274582862854
auris,XP_085451547.1,53.54692935943604
auris,XP_085451572.1,57.51460194587708
auris,XP_085451573.1,52.9100775718689
auris,XP_085451593.1,51.150065660476685
auris,XP_085451597.1,55.87478280067444
auris,XP_085451602.1,51.40606760978699
auris,XP_085451603.1,52.426064014434814
auris,XP_085451607.1,49.43022429943085
auris,XP_085451627.1,52.58540511131287
auris,XP_085451629.1,52.0421028137207
auris,XP_085451632.1,52.73282527923584
auris,XP_085451636.1,55.32371997833252
auris,XP_085451652.1,52.0027220249176
auris,XP_085451653.1,56.34755492210388
auris,XP_085451666.1,55.42032718658447
auris,XP_085451674.1,68.60305070877075
auris,XP_085451684.1,51.72353982925415
auris,XP_085451695.1,55.93498945236206
auris,XP_085451699.1,52.27705240249634
auris,XP_085451705.1,52.809077501297
auris,XP_085451706.1,52.67712473869324
auris,XP_085451707.1,53.51247787475586
auris,XP_085451715.1,54.063743352890015
auris,XP_085451730.1,51.60253047943115
auris,XP_085451733.1,59.98719334602356
auris,XP_085451735.1,59.08495783805847
auris,XP_085451751.1,53.41470241546631
auris,XP_085451772.1,56.65159225463867
auris,XP_085451775.1,53.21813225746155
auris,XP_085451777.1,54.51705455780029
auris,XP_085451778.1,62.26829290390015
auris,XP_085451779.1,53.93021106719971
auris,XP_085451781.1,55.02725839614868
auris,XP_085451789.1,52.114516496658325
auris,XP_085451795.1,53.29188108444214
auris,XP_085451796.1,60.8244776725769
auris,XP_085451797.1,54.11978960037232
auris,XP_085451799.1,57.079434394836426
auris,XP_085451802.1,53.27322483062744
auris,XP_085451809.1,54.30795550346375
auris,XP_085451810.1,54.38158512115479
auris,XP_085451816.1,54.95834946632385
auris,XP_085451818.1,56.71132802963257
auris,XP_085451820.1,54.52560186386109
auris,XP_085451831.1,52.73092985153198
auris,XP_085451834.1,56.463831663131714
auris,XP_085451862.1,54.38690185546875
auris,XP_085451869.1,60.80335974693298
auris,XP_085451874.1,52.132874727249146
auris,XP_085451876.1,52.63074040412903
auris,XP_085451881.1,53.23759317398071
auris,XP_085451884.1,52.55512595176697
auris,XP_085451893.1,54.68416213989258
auris,XP_085451905.1,54.74604964256287
auris,XP_085451923.1,51.51984095573425
auris,XP_085451941.1,54.93236780166626
auris,XP_085451942.1,53.885090351104736
auris,XP_085451960.1,64.94140625
auris,XP_085451970.1,52.10130214691162
auris,XP_085451976.1,52.923452854156494
auris,XP_085451977.1,56.10813498497009
auris,XP_085451991.1,57.75594115257263
auris,XP_085452015.1,57.87957906723023
auris,XP_085452022.1,53.51037383079529
auris,XP_085452032.1,53.65749001502991
auris,XP_085452048.1,51.63547992706299
auris,XP_085452049.1,61.28185987472534
auris,XP_085452056.1,52.60360240936279
auris,XP_085452058.1,52.14311480522156
auris,XP_085452075.1,54.01606559753418
auris,XP_085452079.1,53.070420026779175
auris,XP_085452082.1,52.62329578399658
auris,XP_085452084.1,54.429131746292114
auris,XP_085452087.1,55.77304363250733
auris,XP_085452090.1,54.03125286102295
auris,XP_085452095.1,53.33908200263977
auris,XP_085452105.1,52.652353048324585
auris,XP_085452120.1,52.2447943687439
auris,XP_085452121.1,52.77120471000672
auris,XP_085452122.1,55.6132972240448
auris,XP_085452129.1,51.9450306892395
auris,XP_085452137.1,57.80766010284424
auris,XP_085452141.1,53.333812952041626
auris,XP_085452142.1,52.61905789375305
auris,XP_085452146.1,57.53470659255981
auris,XP_085452147.1,55.8809757232666
auris,XP_085452150.1,51.006126403808594
auris,XP_085452152.1,53.20838093757629
auris,XP_085452156.1,52.82941460609436
auris,XP_085452160.1,51.51132345199585
auris,XP_085452171.1,60.48697233200073
auris,XP_085452190.1,54.50829267501831
auris,XP_085452194.1,53.27198505401611
auris,XP_085452195.1,52.52277851104736
auris,XP_085452223.1,53.92036437988281
auris,XP_085452238.1,64.75903987884521
auris,XP_085452239.1,52.21320986747742
auris,XP_085452250.1,52.59408950805664
auris,XP_085452255.1,54.22364473342896
auris,XP_085452262.1,51.96613669395447
auris,XP_085452263.1,60.6793224811554
auris,XP_085452264.1,53.37700843811035
auris,XP_085452265.1,52.42195725440979
auris,XP_085452266.1,55.55403232574463
auris,XP_085452271.1,52.05262303352356
auris,XP_085452274.1,50.127869844436646
auris,XP_085452333.1,53.77274751663208
auris,XP_085452336.1,54.473698139190674
auris,XP_085452344.1,51.529985666275024
auris,XP_085452379.1,54.17888164520264
auris,XP_085452388.1,51.61781907081604
auris,XP_085452389.1,51.25570297241211
auris,XP_085452398.1,51.612454652786255
auris,XP_085452415.1,60.6316864490509
auris,XP_085452420.1,51.309096813201904
auris,XP_085452422.1,57.48643279075623
auris,XP_085452427.1,53.43034267425537
auris,XP_085452437.1,52.978962659835815
auris,XP_085452446.1,54.42976951599121
auris,XP_085452466.1,51.49134397506714
auris,XP_085452467.1,51.80591940879822
auris,XP_085452484.1,54.533451795578
auris,XP_085452493.1,52.953505516052246
auris,XP_085452499.1,51.541030406951904
auris,XP_085452528.1,56.38613104820252
auris,XP_085452530.1,52.7840256690979
auris,XP_085452538.1,52.32595205307007
auris,XP_085452539.1,58.57599973678589
auris,XP_085452546.1,53.18788290023804
auris,XP_085452549.1,57.87733793258667
auris,XP_085452550.1,50.25080442428589
auris,XP_085452559.1,57.51038193702698
auris,XP_085452587.1,51.52667164802551
auris,XP_085452588.1,55.123311281204224
auris,XP_085452598.1,53.12941074371338
auris,XP_085452601.1,53.40015292167664
auris,XP_085452602.1,55.23946285247803
auris,XP_085452612.1,54.3104350566864
auris,XP_085452618.1,54.01691198348999
auris,XP_085452619.1,52.26977467536926
auris,XP_085452635.1,56.57690167427063
auris,XP_085452648.1,50.09922981262207
auris,XP_085452661.1,58.72357487678528
auris,XP_085452674.1,53.51117253303528
auris,XP_085452684.1,55.593520402908325
auris,XP_085452690.1,53.5483717918396
auris,XP_085452695.1,52.9905378818512
auris,XP_085452697.1,57.518988847732544
auris,XP_085452704.1,54.32270169258118
auris,XP_085452705.1,52.49866843223572
auris,XP_085452712.1,53.1443178653717
auris,XP_085452728.1,53.544431924819946
auris,XP_085452734.1,53.02581787109375
auris,XP_085452736.1,51.54470801353455
auris,XP_085452744.1,52.5084376335144
auris,XP_085452745.1,54.30074334144592
auris,XP_085452762.1,54.36441898345947
auris,XP_085452763.1,55.58122992515564
auris,XP_085452770.1,52.60161757469177
auris,XP_085452780.1,53.24556231498718
auris,XP_085452782.1,58.52466821670532
auris,XP_085452793.1,58.860427141189575
auris,XP_085452799.1,56.79382085800171
auris,XP_085452803.1,52.888381481170654
auris,XP_085452817.1,65.22663235664368
auris,XP_085452819.1,54.12478446960449
auris,XP_085452828.1,51.83416604995728
auris,XP_085452850.1,52.8658390045166
auris,XP_085452853.1,60.11902689933777
auris,XP_085452854.1,53.09798717498779
auris,XP_085452856.1,54.19241189956665
auris,XP_085452867.1,51.59643292427063
auris,XP_085452883.1,54.2813241481781
auris,XP_085452885.1,52.2554099559784
auris,XP_085452895.1,55.4270327091217
auris,XP_085452898.1,53.8048267364502
auris,XP_085452899.1,56.49307370185852
auris,XP_085452916.1,54.78015542030335
auris,XP_085452938.1,53.32057476043701
auris,XP_085452949.1,54.61483597755432
auris,XP_085452971.1,52.85415649414063
auris,XP_085452987.1,57.02257752418518
auris,XP_085452989.1,52.65563726425171
auris,XP_085453012.1,54.097265005111694
auris,XP_085453024.1,56.65602684020996
auris,XP_085453037.1,52.39948034286499
auris,XP_085453039.1,52.113908529281616
auris,XP_085453063.1,52.99984216690064
auris,XP_085453064.1,55.07040619850159
auris,XP_085453095.1,54.5957624912262
auris,XP_085453106.1,52.158766984939575
auris,XP_085453107.1,56.58150315284729
auris,XP_085453123.1,54.95569705963135
auris,XP_085453131.1,56.1054527759552
auris,XP_085453136.1,54.83275651931763
auris,XP_085453149.1,54.347145557403564
auris,XP_085453153.1,51.19949579238892
auris,XP_085453155.1,56.73365592956543
auris,XP_085453159.1,57.356053590774536
auris,XP_085453173.1,53.63495349884033
auris,XP_085453174.1,57.64819979667664
auris,XP_085453181.1,53.75998020172119
auris,XP_085453185.1,51.1826753616333
auris,XP_085453192.1,53.47370505332947
auris,XP_085453194.1,52.78867483139038
auris,XP_085453196.1,53.80697250366211
auris,XP_085453199.1,58.86446237564087
auris,XP_085453208.1,52.3665189743042
auris,XP_085453211.1,54.66501712799072
auris,XP_085453213.1,52.5359570980072
auris,XP_085453216.1,54.61990237236023
auris,XP_085453235.1,51.28188133239746
auris,XP_085453236.1,57.05832242965698
auris,XP_085453242.1,52.40433216094971
auris,XP_085453245.1,51.791971921920776
auris,XP_085453258.1,52.57844924926758
auris,XP_085453288.1,51.75168514251709
auris,XP_085453292.1,52.71230340003967
auris,XP_085453296.1,51.35664939880371
auris,XP_085453305.1,48.088139295578
auris,XP_085453319.1,54.129189252853394
auris,XP_085453325.1,53.48873734474182
auris,XP_085453328.1,54.51120138168335
auris,XP_085453332.1,54.31000590324402
auris,XP_085453337.1,56.5980076789856
auris,XP_085453340.1,59.12330746650696
auris,XP_085453343.1,53.11898589134216
auris,XP_085453349.1,55.04912734031677
auris,XP_085453365.1,52.98512578010559
auris,XP_085453380.1,56.045663356781006
auris,XP_085453386.1,54.14283871650696
auris,XP_085453396.1,53.55823636054993
auris,XP_085453408.1,60.31153202056885
auris,XP_085453438.1,55.25398254394531
auris,XP_085453444.1,52.4263858795166
auris,XP_085453468.1,53.96270751953125
auris,XP_085453485.1,54.97483015060425
auris,XP_085453498.1,50.98561644554138
auris,XP_085453499.1,60.63765287399292
auris,XP_085453503.1,59.64663028717041
auris,XP_085453512.1,50.96461772918701
auris,XP_085453533.1,53.71173620223999
auris,XP_085453556.1,55.39705753326416
auris,XP_085453569.1,51.35945081710816
auris,XP_085453575.1,69.87579464912415
auris,XP_085453577.1,53.58597040176392
auris,XP_085453588.1,50.61670541763306
auris,XP_085453589.1,52.205365896224976
auris,XP_085453593.1,53.572458028793335
auris,XP_085453599.1,50.64987540245056
auris,XP_085453600.1,51.1095404624939
auris,XP_085453601.1,52.572548389434814
auris,XP_085453602.1,53.39707136154175
auris,XP_085453613.1,53.19671630859375
auris,XP_085453621.1,51.858311891555786
auris,XP_085453625.1,54.084450006484985
auris,XP_085453626.1,52.58472561836243
auris,XP_085453629.1,59.83908176422119
auris,XP_085453633.1,56.07572793960571
auris,XP_085453649.1,54.28128242492676
auris,XP_085453656.1,59.37672257423401
auris,XP_085453658.1,51.35215520858765
auris,XP_085453664.1,53.13541889190674
auris,XP_085453666.1,56.16062879562378
auris,XP_085453673.1,59.37673449516296
auris,XP_085453704.1,61.08078360557556
auris,XP_085453710.1,54.64676022529602
auris,XP_085453721.1,52.7532160282135
auris,XP_085453724.1,53.30049395561218
auris,XP_085453727.1,53.17167639732361
auris,XP_085453729.1,57.65430331230164
auris,XP_085453756.1,53.24410796165466
auris,XP_085453766.1,53.77628803253174
auris,XP_085453771.1,54.27850484848023
auris,XP_085453772.1,52.435481548309326
auris,XP_085453783.1,55.83534240722656
auris,XP_085453784.1,55.56527376174927
auris,XP_085453785.1,53.00495624542236
auris,XP_085453788.1,59.59828495979309
auris,XP_085453797.1,56.36700391769409
auris,XP_085453801.1,53.94285321235657
auris,XP_085453807.1,53.20170521736145
auris,XP_085453827.1,52.60603427886963
auris,XP_085453856.1,54.37244772911072
auris,XP_085453864.1,54.22389507293701
auris,XP_085453865.1,57.32722282409668
auris,XP_085453872.1,62.55142688751221
auris,XP_085453875.1,60.74519157409668
auris,XP_085453885.1,57.45781064033508
auris,XP_085453902.1,57.57613778114319
auris,XP_085453903.1,54.551732540130615
auris,XP_085453908.1,52.13413238525391
auris,XP_085453910.1,52.39413380622864
auris,XP_085453922.1,52.2882878780365
auris,XP_085453932.1,49.21075701713562
auris,XP_085453933.1,56.70948028564453
auris,XP_085453936.1,52.22113132476807
auris,XP_085453937.1,56.43990635871887
auris,XP_085453944.1,52.69292593002319
auris,XP_085453945.1,51.7952024936676
auris,XP_085453955.1,57.32729434967041
auris,XP_085453974.1,58.7912380695343
auris,XP_085453975.1,52.35588550567627
auris,XP_085453977.1,55.28828501701355
auris,XP_085453989.1,53.12953591346741
auris,XP_085453992.1,57.21414089202881
auris,XP_085453996.1,52.42882966995239
auris,XP_085453997.1,57.27646350860596
auris,XP_085454011.1,55.3546130657196
auris,XP_085454014.1,51.67741775512695
auris,XP_085454022.1,51.94560289382935
auris,XP_085454029.1,51.90640687942505
auris,XP_085454040.1,54.6298623085022
auris,XP_085454042.1,52.69712209701538
auris,XP_085454067.1,52.54336595535278
auris,XP_085454068.1,53.32478880882263
auris,XP_085454071.1,51.45059823989868
auris,XP_085454083.1,53.39283347129822
auris,XP_085454088.1,54.260993003845215
auris,XP_085454092.1,52.66306400299072
auris,XP_085454099.1,61.95230484008789
auris,XP_085454121.1,54.91507053375244
auris,XP_085454123.1,52.456867694854736
auris,XP_085454124.1,51.45857334136963
auris,XP_085454125.1,53.953516483306885
auris,XP_085454129.1,67.60759949684143
auris,XP_085454140.1,59.39849615097046
auris,XP_085454153.1,58.95092487335205
auris,XP_085454154.1,58.87777805328369
auris,XP_085454155.1,52.50856280326843
auris,XP_085454176.1,53.00832986831665
auris,XP_085454179.1,58.79737138748169
auris,XP_085454186.1,54.58623766899109
auris,XP_085454201.1,54.82076406478882
auris,XP_085454204.1,51.99028253555298
auris,XP_085454209.1,53.2706081867218
auris,XP_085454212.1,54.33807969093323
auris,XP_085454232.1,54.37294840812683
auris,XP_085454233.1,54.0064811706543
auris,XP_085454246.1,53.09374928474426
auris,XP_085454259.1,61.70700788497925
auris,XP_085454260.1,52.63343453407288
auris,XP_085454262.1,54.09380793571472
auris,XP_085454272.1,53.715866804122925
auris,XP_085454273.1,56.94400072097778
auris,XP_085454275.1,51.35512351989746
auris,XP_085454277.1,56.07746243476868
auris,XP_085454305.1,51.37418508529663
auris,XP_085454311.1,60.493284463882446
auris,XP_085454314.1,52.67602205276489
auris,XP_085454330.1,52.53998637199402
auris,XP_085454339.1,51.6754150390625
auris,XP_085454342.1,54.33967113494873
auris,XP_085454348.1,53.49516272544861
auris,XP_085454361.1,52.10644602775574
auris,XP_085454362.1,71.02382183074951
auris,XP_085454378.1,52.49378681182861
auris,XP_085454379.1,52.41963863372803
auris,XP_085454386.1,52.35558748245239
auris,XP_085454396.1,57.09249973297119
auris,XP_085454397.1,59.61835980415344
auris,XP_085454398.1,51.16074085235596
auris,XP_085454399.1,57.8740656375885
auris,XP_085454410.1,60.14337539672852
auris,XP_085454414.1,54.20031547546387
auris,XP_085454415.1,53.77625823020935
auris,XP_085454443.1,54.04558777809143
auris,XP_085454448.1,53.66737246513367
auris,XP_085454465.1,56.85049295425415
auris,XP_085454468.1,54.73320484161377
auris,XP_085454469.1,54.47726249694824
auris,XP_085454470.1,52.0922601222992
auris,XP_085454475.1,52.80694961547852
auris,XP_085454476.1,53.89937162399292
auris,XP_085454477.1,58.38923454284668
auris,XP_085454480.1,52.98600792884827
auris,XP_085454484.1,52.90600657463074
auris,XP_085454489.1,60.86886525154114
auris,XP_085454497.1,63.22492957115173
auris,XP_085454504.1,52.701884508132935
auris,XP_085454527.1,60.57385802268982
auris,XP_085454531.1,52.597951889038086
auris,XP_085454534.1,52.64708995819092
auris,XP_085454535.1,56.10120892524719
auris,XP_085454543.1,53.07822823524475
auris,XP_085454551.1,51.53833627700806
auris,XP_085454552.1,53.63559126853943
auris,XP_085454557.1,53.05150747299194
auris,XP_085454561.1,52.75275707244873
auris,XP_085454568.1,53.14292311668396
auris,XP_085454571.1,55.83358407020569
auris,XP_085454574.1,58.37971568107605
auris,XP_085454577.1,62.02898621559143
auris,XP_085454578.1,51.7815887928009
auris,XP_085454582.1,50.73338150978088
auris,XP_085454594.1,60.53492426872253
auris,XP_085454595.1,55.09734153747559
auris,XP_085454615.1,57.69999623298645
auris,XP_085454618.1,51.98171138763428
auris,XP_085454619.1,52.48919725418091
auris,XP_085454620.1,53.35407257080078
auris,XP_085454636.1,52.06319689750672
auris,XP_085454643.1,55.4010808467865
auris,XP_085454671.1,56.97586536407471
auris,XP_085454692.1,53.62065434455872
auris,XP_085454713.1,54.94629740715027
auris,XP_085454714.1,52.59296298027039
auris,XP_085454717.1,54.42848205566406
auris,XP_085454730.1,54.14681434631348
auris,XP_085454743.1,53.40769290924072
auris,XP_085454747.1,53.12390923500061
auris,XP_085454748.1,53.17506194114685
auris,XP_085454750.1,62.735188007354736
auris,XP_085454769.1,54.79133129119873
auris,XP_085454775.1,55.00537157058716
auris,XP_085454779.1,53.66159677505493
auris,XP_085454781.1,52.226608991622925
auris,XP_085454783.1,52.69136428833008
auris,XP_085454788.1,54.29717302322388
auris,XP_085454792.1,59.79752540588379
auris,XP_085454794.1,51.37002468109131
auris,XP_085454804.1,52.82663702964783
auris,XP_085454807.1,53.39428782463074
auris,XP_085454809.1,52.73805856704712
auris,XP_085454810.1,55.54695129394531
auris,XP_085454813.1,52.934449911117554
auris,XP_085454824.1,53.806257247924805
auris,XP_085454829.1,57.94816017150879
auris,XP_085454862.1,53.31025719642639
auris,XP_085454865.1,54.01224493980408
auris,XP_085454887.1,52.98941731452942
auris,XP_085454890.1,52.74920463562012
auris,XP_085454892.1,52.53539681434631
auris,XP_085454902.1,57.983362674713135
auris,XP_085454903.1,50.8639931678772
auris,XP_085454904.1,55.89913129806519
auris,XP_085454906.1,55.66068887710571
auris,XP_085454909.1,51.82607173919678
auris,XP_085454910.1,52.0746648311615
auris,XP_085454916.1,52.21392512321472
auris,XP_085454925.1,53.09942960739136
auris,XP_085454936.1,53.36460471153259
auris,XP_085454941.1,51.522523164749146
auris,XP_085454950.1,53.29118967056274
auris,XP_085454952.1,61.93786859512329
auris,XP_085454953.1,56.63573741912842
auris,XP_085454956.1,52.89230942726135
auris,XP_085454961.1,55.54194450378418
auris,XP_085454974.1,53.0829668045044
auris,XP_085454975.1,58.63143801689148
auris,XP_085454977.1,54.73106503486633
auris,XP_085454978.1,56.024765968322754
auris,XP_085454981.1,50.976717472076416
auris,XP_085454985.1,52.77798175811768
auris,XP_085454991.1,59.6640408039093
auris,XP_085455009.1,54.04617786407471
auris,XP_085455015.1,51.76982879638672
auris,XP_085455034.1,57.832324504852295
auris,XP_085455048.1,54.4996976852417
auris,XP_085455049.1,53.4674882888794
auris,XP_085455054.1,65.31128883361816
auris,XP_085455057.1,54.33500409126282
auris,XP_085455077.1,54.08474206924439
auris,XP_085455080.1,53.02356481552124
auris,XP_085455098.1,58.44318866729736
auris,XP_085455120.1,55.50837516784668
auris,XP_085455122.1,60.02174615859985
auris,XP_085455129.1,52.52425074577332
auris,XP_085455130.1,52.830660343170166
auris,XP_085455132.1,55.441975593566895
auris,XP_085455138.1,54.11940813064575
auris,XP_085455142.1,52.59460210800171
auris,XP_085455166.1,52.493613958358765
auris,XP_085455176.1,51.65490508079529
auris,XP_085455180.1,53.00620198249817
auris,XP_085455184.1,51.34563446044922
auris,XP_085455185.1,58.12515616416931
auris,XP_085455189.1,54.63602542877197
auris,XP_085455192.1,60.825562477111816
auris,XP_085455194.1,53.27286720275879
auris,XP_085455205.1,56.46777153015137
auris,XP_085455215.1,57.03608393669128
auris,XP_085455224.1,51.34090185165405
auris,XP_085455234.1,52.3896872997284
auris,XP_085455237.1,52.45484113693237
auris,XP_085455241.1,55.27942180633545
auris,XP_085455242.1,51.72874927520752
auris,XP_085455278.1,52.61016488075256
auris,XP_085455281.1,53.38595509529114
auris,XP_085455283.1,53.49209308624268
auris,XP_085455284.1,53.13038229942322
auris,XP_085455287.1,56.51929974555969
auris,XP_085455297.1,52.916419506073
auris,XP_085455300.1,52.53327488899231
auris,XP_085455301.1,54.489827156066895
auris,XP_085455315.1,55.75580596923828
auris,XP_085455334.1,52.330225706100464
auris,XP_085455350.1,54.08479571342468
auris,XP_085455351.1,63.96272778511048
auris,XP_085455353.1,53.41166853904724
auris,XP_085455354.1,51.23863220214844
auris,XP_085455361.1,51.20136141777039
auris,XP_085455371.1,55.16217350959778
auris,XP_085455377.1,53.86936664581299
auris,XP_085455383.1,51.86827182769776
auris,XP_085455391.1,51.46604776382446
auris,XP_085455393.1,53.343141078948975
auris,XP_085455399.1,57.20457434654236
auris,XP_085455406.1,52.43942737579346
auris,XP_085455407.1,52.33967304229736
auris,XP_085455411.1,51.661866903305054
auris,XP_085455431.1,53.3571720123291
auris,XP_085455432.1,53.92482876777649
auris,XP_085455433.1,57.04453587532044
auris,XP_085455434.1,52.46488451957703
auris,XP_085455436.1,59.36207175254822
auris,XP_085455450.1,55.24203777313232
auris,XP_085455452.1,52.738189697265625
auris,XP_085455458.1,53.63495349884033
auris,XP_085455476.1,51.92312002182007
auris,XP_085455481.1,51.67028307914734
auris,XP_085455486.1,59.74851846694946
auris,XP_085455492.1,56.219542026519775
auris,XP_085455496.1,52.2275984287262
auris,XP_085455502.1,54.41304445266724
auris,XP_085455503.1,55.39007186889648
auris,XP_085455504.1,55.698609352111816
auris,XP_085455506.1,54.89509105682373
auris,XP_085455513.1,52.82487273216248
auris,XP_085455518.1,53.79735827445984
auris,XP_085455526.1,55.19152283668518
auris,XP_085455530.1,52.57853269577026
auris,XP_085455532.1,54.45894002914429
auris,XP_085455533.1,49.97099041938782
auris,XP_085455540.1,64.20125961303711
auris,XP_085455545.1,53.05331349372864
auris,XP_085455547.1,57.054030895233154
auris,XP_085455548.1,57.47691988945007
auris,XP_085455584.1,51.8643319606781
auris,XP_085455599.1,52.26618647575378
auris,XP_085455606.1,54.64003682136536
auris,XP_085455607.1,55.10512590408325
auris,XP_085455608.1,53.24904322624207
auris,XP_085455616.1,66.22259616851807
auris,XP_085455624.1,52.48151421546936
auris,XP_085455630.1,54.493892192840576
auris,XP_085455642.1,50.2423882484436
auris,XP_085455643.1,59.2887818813324
auris,XP_085455657.1,52.95953750610352
auris,XP_085455661.1,55.53845167160034
auris,XP_085455674.1,55.09015917778015
auris,XP_085455679.1,49.94480013847351
auris,XP_085455684.1,51.92001461982727
